rank,user_id,final_score,behavior_score,style_score,score_professionalism,score_charisma,score_expertise,kw_professional_count,kw_logistics_count,kw_charisma_count,kw_expertise_count,text_word_count,text_digit_count,text_unique_ratio,user_segment_marketing,user_city,user_region,ad_category_1,ad_category_2,ad_category_3,rating_seller,reviews_count,response_time_minutes,comments_per_ad_avg,comment_length_avg,comment_sentiment_avg,questions_per_ad_avg,followers_count,total_ads_last_12m,total_deals_last_12m,deal_success_rate
243,7552d12a60314527,74.85,75.78,72.67,0.8442509064171801,0.7771703303668771,0.5196141071473848,6,3,3,0,39,0,0.9230769230769231,Постоянный клиент,Уфа,Приволжский,Одежда и обувь,Одежда,Платья,5.0,270,16.8,6.7,67.3,0.94,4.4,406,203,110,0.86
244,34be8b245c9119fa,74.84,79.66,63.58,0.5169290839481757,0.6826139043127709,0.7474284374128446,3,2,4,2,15,0,0.8,Новичок,Красноярск,Сибирский,Электроника,Игровые приставки,Microsoft,4.7,123,3.7,5.3,44.7,0.68,8.5,151,95,56,0.89
245,a0bc0b46d942cb1b,74.84,78.52,66.23,0.7033898734819097,0.5876353287188458,0.6822411957100479,6,2,4,2,19,0,0.8421052631578947,Активный,Красноярск,Сибирский,Авто,Запчасти,Toyota,4.9,242,30.2,1.0,11.4,0.87,3.5,1177,178,142,0.81
246,0393998bf85ca6d9,74.82,77.39,68.84,0.8377576633452499,0.47207094140615097,0.7054701959889454,5,4,3,2,21,3,0.8095238095238095,Активный,Казань,Приволжский,Дом и сад,Кухонная техника,Bosch,5.0,277,9.8,3.6,5.0,0.76,3.3,30,207,122,0.73
247,52a40bfd7edd9137,74.8,78.63,65.88,0.6964123627697066,0.6634377931594028,0.6041207119494941,4,3,6,1,44,0,0.9318181818181818,Активный,Красноярск,Сибирский,Электроника,Аудио,Sony,4.9,531,11.1,5.8,35.0,0.63,2.4,37,399,325,0.88
248,593ff71617ac8b2e,74.8,78.66,65.8,0.6562054714637053,0.48716500595826673,0.8312783651530133,4,6,4,2,47,3,0.851063829787234,Новичок,Ростов-на-Дону,Южный,Электроника,Игровые приставки,Nintendo,4.9,375,,3.5,25.3,0.52,3.1,5,284,166,0.95
249,cb0201bf5b43ee4d,74.79,82.06,57.83,0.46955198904693085,0.6434104104865496,0.6583193884536397,3,1,7,0,37,3,0.8378378378378378,Активный,Воронеж,Центральный,Одежда и обувь,Аксессуары,Очки,5.0,176,19.6,4.1,14.5,0.77,5.4,41,134,63,0.97
250,15cd793b78d6ed73,74.78,79.14,64.6,0.8072564083060776,0.4572006287873025,0.6198974417484344,9,2,2,2,25,0,0.72,Новичок,Воронеж,Центральный,Авто,Шины и диски,Bridgestone,5.0,268,,3.1,62.2,0.62,2.8,301,203,157,0.73
251,57e97d87063a4b76,74.78,79.14,64.6,0.8072564083060776,0.4572006287873025,0.6198974417484344,9,2,2,2,25,0,0.72,Новичок,Воронеж,Центральный,Авто,Шины и диски,Bridgestone,5.0,268,,3.1,62.2,0.62,2.8,301,203,157,0.73
252,f737290e04ea644a,74.77,78.15,66.87,0.7865191044851805,0.41434040719048704,0.7659694226819806,5,4,2,1,22,3,0.9090909090909091,Новичок,Санкт-Петербург,Северо-Западный,Электроника,Ноутбуки,Lenovo,4.9,167,14.2,0.9,44.9,0.94,7.7,77,124,98,0.89
253,dd7a69cf2c03e9d1,74.77,79.41,63.93,0.7051088968332446,0.5098222661697219,0.6811465226540909,4,3,3,1,47,4,0.9148936170212766,Активный,Казань,Приволжский,Авто,Автомобили,BMW,5.0,165,15.1,4.6,21.3,0.57,1.8,287,124,96,0.91
254,89cb03c3b19e2556,74.75,78.0,67.16,0.853107172739028,0.5154610684313278,0.5857869983012601,7,2,4,1,22,0,0.8181818181818182,Спящий,Воронеж,Центральный,Электроника,Аудио,Sony,5.0,179,12.6,1.3,33.7,0.68,3.0,184,134,71,0.82
255,26637c33a67b9f56,74.75,77.08,69.32,0.8605283841687585,0.515050328338531,0.6481206105321873,6,3,3,1,21,0,0.8571428571428571,Постоянный клиент,Нижний Новгород,Приволжский,Хобби и отдых,Винтажная одежда,Adidas,4.9,130,7.5,3.8,57.4,0.64,6.2,31,99,51,0.83
256,a2bf56608d8603ae,74.73,78.43,66.08,0.7386044978575594,0.5045872315610659,0.7132723561775817,6,0,3,2,14,0,0.7857142857142857,Постоянный клиент,Омск,Сибирский,Услуги,Обучение,Вождение,5.0,87,5.9,1.6,46.3,0.83,5.3,84,64,39,0.89
257,3be39126b506a4a3,74.72,80.2,61.94,0.7102304708298472,0.46942268198068,0.6481497680079105,6,3,2,2,32,0,0.90625,Активный,Воронеж,Центральный,Услуги,Обучение,Программирование,5.0,498,98.3,0.3,74.8,0.88,7.3,492,371,148,0.56
258,8db7522658c3402a,74.68,77.89,67.2,0.8170305012550392,0.4482619609036282,0.7021975862680966,5,4,2,2,20,0,0.85,Постоянный клиент,Самара,Приволжский,Авто,Запчасти,Toyota,5.0,149,13.9,4.1,36.2,0.69,3.9,112,111,100,0.82
259,a7bf86230391c47b,74.68,79.52,63.38,0.7273547830937349,0.640911741588702,0.5020891965213864,5,4,4,0,19,0,0.8421052631578947,Постоянный клиент,Красноярск,Сибирский,Услуги,Обучение,Английский,5.0,230,32.7,1.6,38.8,1.0,4.7,135,170,124,0.84
260,9cfde3c072e81477,74.68,79.52,63.38,0.7273547830937349,0.640911741588702,0.5020891965213864,5,4,4,0,19,0,0.8421052631578947,Постоянный клиент,Красноярск,Сибирский,Услуги,Обучение,Английский,5.0,230,32.7,1.6,38.8,1.0,4.7,135,170,124,0.84
261,08621f9968c31ef1,74.65,77.36,68.33,0.6693390127025177,0.7386716868233564,0.6466323115539667,5,4,4,1,22,0,0.9090909090909091,Спящий,Уфа,Приволжский,Хобби и отдых,Музыкальные инструменты,Гитары,5.0,196,94.7,4.2,25.9,0.97,2.9,301,150,98,0.93
262,a2455ce061f86eeb,74.65,79.98,62.21,0.5636799269795391,0.5462247407520092,0.7757308384675845,3,4,1,1,50,7,0.8,Спящий,Челябинск,Уральский,Авто,Автомобили,BMW,4.9,274,20.8,8.9,40.7,1.0,3.0,26,207,130,0.99
263,d236df1392dee336,74.65,81.51,58.65,0.5002180472097564,0.4828129357774904,0.8052420070485028,2,4,1,2,37,3,0.7297297297297297,Новичок,Челябинск,Уральский,Услуги,Обучение,Вождение,4.8,373,13.1,8.6,26.0,0.68,3.4,611,277,225,0.88
264,8174ef6d5648c3b8,74.64,77.26,68.53,0.7088207702644456,0.7011599604472504,0.6381259349407976,5,4,4,1,30,0,0.9,Новичок,Владивосток,Дальневосточный,Авто,Запчасти,VAG,5.0,533,41.1,4.4,29.1,0.88,6.2,133,397,285,0.81
265,911b7bf49097d95e,74.64,77.53,67.9,0.8210542329048454,0.5476781775309958,0.6209623234705002,6,3,0,1,50,0,0.8,Премиум,Владивосток,Дальневосточный,Хобби и отдых,Коллекционирование,Карточки,5.0,322,21.9,7.8,76.4,0.76,2.0,1405,241,227,0.95
266,074b43301717fe75,74.64,83.36,54.3,0.5254278542633302,0.5450996425039933,0.5643030095585811,2,3,5,1,18,0,0.8888888888888888,Премиум,Новосибирск,Сибирский,Электроника,Аудио,Sony,4.9,230,9.6,1.3,34.7,0.66,2.9,153,173,139,0.81
267,3c2dd1889c32eb90,74.64,79.86,62.47,0.5353160416825131,0.6990796379402144,0.6694309221368626,4,2,5,1,17,0,0.8235294117647058,Новичок,Новосибирск,Сибирский,Недвижимость,Квартиры,Аренда,4.6,279,16.0,4.8,25.0,0.72,4.1,200,207,95,0.95
268,fe8e5e14cf146dc2,74.64,83.36,54.3,0.5254278542633302,0.5450996425039933,0.5643030095585811,2,3,5,1,18,0,0.8888888888888888,Премиум,Новосибирск,Сибирский,Электроника,Аудио,Sony,4.9,230,9.6,1.3,34.7,0.66,2.9,153,173,139,0.81
269,a69cbb5081012ba1,74.63,77.9,66.97,0.7372810020029917,0.41392269465784337,0.8354865495296773,5,6,1,3,20,0,0.95,Уходящий,Воронеж,Центральный,Авто,Запчасти,Hyundai/Kia,4.6,263,7.7,1.7,36.5,1.0,3.8,255,197,109,0.99
270,4855ac291713c192,74.63,82.05,57.31,0.4888339545143379,0.713283131766436,0.5452777566491722,4,1,5,0,30,0,0.8666666666666667,Активный,Уфа,Приволжский,Услуги,Ремонт,Бытовой техники,4.6,383,12.1,4.6,55.0,0.75,4.3,21,290,165,0.91
271,9b636d261fbcb47c,74.63,81.54,58.5,0.7046094165969423,0.45580550695976274,0.5545770898303796,4,3,2,0,19,3,0.8421052631578947,Новичок,Уфа,Приволжский,Одежда и обувь,Обувь,New Balance,5.0,108,15.2,3.0,11.9,0.8,3.5,434,80,73,0.85
272,fdc60dec33881da3,74.61,80.11,61.78,0.6246799016252124,0.6048021094799828,0.6214947643315333,4,1,3,1,15,0,0.9333333333333333,Премиум,Санкт-Петербург,Северо-Западный,Одежда и обувь,Обувь,Adidas,5.0,115,9.2,2.6,56.2,0.82,3.0,309,89,58,0.97
273,f1f6b06d3a703d25,74.61,75.74,71.99,0.6965061737785554,0.7237810907431352,0.7473663193123906,5,3,4,2,20,0,0.85,Новичок,Воронеж,Центральный,Авто,Шины и диски,Continental,4.5,169,1.6,8.9,20.3,0.82,3.2,93,127,78,0.93
274,889930ada3a2df69,74.6,76.39,70.42,0.7849471362287975,0.5179229735554371,0.7827267310666566,5,3,4,3,21,0,0.8571428571428571,Активный,Воронеж,Центральный,Авто,Шины и диски,Nokian,5.0,157,16.6,5.7,5.0,0.49,2.2,12,120,97,0.99
275,4efa87f5ba11561a,74.6,77.52,67.8,0.8855835298293654,0.41190575796759715,0.66730749727441,9,4,1,2,25,0,0.8,Активный,Омск,Сибирский,Авто,Шины и диски,Bridgestone,5.0,171,22.5,7.8,22.2,0.72,2.3,48,129,114,0.84
276,0e9da887022902f1,74.58,76.92,69.11,0.6301868613878958,0.754427499302756,0.7090762151061079,4,4,4,2,38,0,0.868421052631579,Постоянный клиент,Казань,Приволжский,Услуги,Доставка,Переезды,4.9,154,26.4,3.5,78.0,1.0,3.0,102,116,55,0.86
277,8f86801cf3cdcabf,74.56,76.86,69.21,0.9201769732004768,0.4369526634720215,0.6430364341674906,7,3,3,1,22,4,0.8181818181818182,Премиум,Краснодар,Южный,Авто,Автомобили,Toyota,5.0,124,7.7,1.8,50.6,0.58,3.6,146,93,72,0.74
278,2b18f6873217ec6f,74.56,74.89,73.78,0.7797241449253315,0.5962735478309373,0.823293653812023,6,4,3,3,23,0,0.9130434782608695,Новичок,Омск,Сибирский,Авто,Шины и диски,Nokian,4.9,105,25.9,4.1,39.7,0.67,4.3,886,75,33,0.93
279,216059cce7c0ddd1,74.55,76.73,69.45,0.5964909611825258,0.7158027179838239,0.8037321568925737,5,4,4,1,23,3,0.782608695652174,Новичок,Санкт-Петербург,Северо-Западный,Электроника,Ноутбуки,HP,4.7,224,60.2,2.9,47.8,1.0,5.8,131,168,117,0.99
280,234d39c10e00e5da,74.55,78.37,65.63,0.7608199589259907,0.5602989275119798,0.6128958444258512,5,4,1,1,22,0,0.7727272727272727,Премиум,Владивосток,Дальневосточный,Хобби и отдых,Музыкальные инструменты,Ударные,5.0,188,,7.2,29.9,1.0,5.1,221,142,112,0.79
281,c1d18fc7e69e4a45,74.54,77.24,68.22,0.5061027864405061,0.8347525417712532,0.7643657615172028,3,4,5,2,20,3,0.9,Спящий,Казань,Приволжский,Авто,Шины и диски,Continental,5.0,262,48.7,8.8,37.7,0.95,5.8,76,195,175,0.76
282,422abf83bde85619,74.5,78.79,64.5,0.7392206079967547,0.5688896072614792,0.595609264470982,5,3,4,1,16,0,0.8125,Активный,Омск,Сибирский,Дети и игрушки,Коляски,Anex,4.8,163,14.7,1.9,46.0,0.59,4.6,628,121,86,0.82
283,84e11bfe4190f84c,74.49,77.25,68.06,0.8266575391090489,0.6697250323267665,0.49680535483380245,5,4,4,0,20,0,0.85,Новичок,Казань,Приволжский,Одежда и обувь,Аксессуары,Очки,5.0,131,12.0,3.0,51.9,0.68,2.4,964,96,43,0.94
284,7ecdfab4ceaf9585,74.48,74.27,74.98,0.7912781116097463,0.6106640298166882,0.8336192033670545,6,3,4,2,20,0,0.85,Активный,Ростов-на-Дону,Южный,Услуги,Обучение,Вождение,5.0,115,25.6,4.4,49.2,0.48,8.1,190,86,55,0.99
285,398479ae3102e488,74.46,81.21,58.71,0.5297609086990696,0.5402480920869146,0.7102602621637382,3,2,2,1,50,0,0.8,Уходящий,Красноярск,Сибирский,Электроника,Аудио,Apple,5.0,472,21.0,4.3,12.5,0.84,5.2,2403,349,215,0.95
286,dfe8cb1b411c43b2,74.46,78.89,64.13,0.6837630891711671,0.4709471108744707,0.7550112826753885,6,1,2,1,47,3,0.7446808510638298,Новичок,Пермь,Приволжский,Электроника,Ноутбуки,Dell,5.0,105,25.0,4.3,49.6,0.72,4.1,43,80,36,0.93
287,35f694c55fd2ba4d,74.45,77.71,66.85,0.6258512715194848,0.7428868436398671,0.6509539565426841,4,3,4,3,18,0,0.8888888888888888,Премиум,Самара,Приволжский,Электроника,Игровые приставки,Sony,4.9,161,,5.5,41.2,0.79,3.2,233,120,95,0.7
288,5e543a3067a9b970,74.45,76.27,70.21,0.8168403438046703,0.5344692071702036,0.7165874343956796,5,7,3,2,40,0,0.6,Новичок,Воронеж,Центральный,Услуги,Доставка,Курьер,5.0,248,16.4,5.0,18.4,0.59,2.7,432,186,108,0.89
289,0f036c9079d96f34,74.41,77.99,66.05,0.7414543241804215,0.5191158946274181,0.6938934104104865,6,1,4,1,50,3,0.82,Новичок,Уфа,Приволжский,Электроника,Ноутбуки,Dell,5.0,157,15.4,0.5,14.9,0.81,3.2,245,117,88,0.86
290,0ffcf3c4d1ad39d0,74.41,77.77,66.57,0.8961613549352196,0.4707835754671535,0.5533201490834411,6,6,2,0,47,0,0.7872340425531915,Постоянный клиент,Нижний Новгород,Приволжский,Недвижимость,Квартиры,Новостройка,5.0,533,12.5,1.5,59.9,1.0,3.1,65,399,220,0.99
291,2b0977eb8c193e6a,74.4,79.7,62.05,0.8301691133591949,0.40158908242691616,0.5598013488501813,5,3,3,1,16,0,0.875,Премиум,Самара,Приволжский,Электроника,Аудио,Sony,5.0,258,7.3,3.1,31.0,0.44,2.9,71,192,168,0.83
292,05e5f25f5efb3351,74.38,75.98,70.67,0.73369590020537,0.650458913313557,0.7269313658375802,8,2,3,1,23,4,0.8260869565217391,Постоянный клиент,Самара,Приволжский,Авто,Автомобили,Toyota,5.0,151,53.5,5.6,37.7,0.85,2.3,122,115,72,0.97
293,e31d1e3a5d47a26b,74.37,78.98,63.6,0.7773332319160265,0.30489528663066356,0.7785711569179281,7,3,0,2,33,0,0.7878787878787878,Новичок,Владивосток,Дальневосточный,Дети и игрушки,Конструкторы,LEGO,4.5,343,7.0,1.8,6.4,1.0,5.1,130,258,132,0.9
294,4e5fc6d69365bd6d,74.37,75.78,71.08,0.9142567379123248,0.5819787784285388,0.5682570168099186,8,4,3,1,22,0,0.7727272727272727,Активный,Омск,Сибирский,Авто,Запчасти,Mercedes-Benz,5.0,125,15.3,2.3,19.8,0.94,3.7,761,93,86,0.76
295,57f141ad8bbeb757,74.36,76.67,68.95,0.8409345604827464,0.43345186481072995,0.7436557135975255,8,3,1,3,22,0,0.6818181818181818,Премиум,Новосибирск,Сибирский,Электроника,Игровые приставки,Sony,4.7,113,8.4,4.9,31.4,0.67,5.5,615,84,48,0.77
296,fdc704f7a9003b5c,74.35,76.43,69.5,0.7436601506047008,0.7392687812175148,0.5858947541898025,6,2,4,1,18,0,0.8888888888888888,Новичок,Пермь,Приволжский,Дети и игрушки,Конструкторы,City,5.0,199,26.7,7.9,41.7,0.76,1.7,104,153,107,0.94
297,fe12aacbcb49dd70,74.35,77.49,67.03,0.886686443041505,0.4890887654978322,0.5630283207829416,6,5,3,0,21,0,0.8571428571428571,Активный,Пермь,Приволжский,Недвижимость,Коммерческая,Торговые площади,5.0,120,13.7,4.0,26.3,0.65,3.6,90,91,41,0.99
298,37ad3df90e386c22,74.35,80.9,59.06,0.6402778834208058,0.595119292107198,0.5199887173246115,4,1,3,0,14,3,0.9285714285714286,Премиум,Краснодар,Южный,Хобби и отдых,Винтажная одежда,Carhartt,5.0,118,5.2,5.6,21.8,0.86,3.5,44,89,78,0.88
299,55ee5ca65be79e18,74.35,75.96,70.6,0.9122207854770418,0.4129478207956188,0.7241113308486093,9,3,0,2,25,0,0.6,Постоянный клиент,Пермь,Приволжский,Авто,Запчасти,BMW,5.0,129,12.9,3.5,66.3,0.69,3.8,746,92,83,0.85
300,ceeca81df1450f98,74.35,81.23,58.31,0.7912907887731041,0.3967641540528891,0.49173195405796,6,4,1,0,23,0,0.6956521739130435,Новичок,Уфа,Приволжский,Услуги,Ремонт,Бытовой техники,5.0,147,31.3,2.6,42.9,0.81,5.3,169,108,83,0.8
301,e5ed148e71d3a0f9,74.35,79.99,61.2,0.5445247331457114,0.6373424862452777,0.6765453462133313,4,1,7,1,46,0,0.8043478260869565,Премиум,Новосибирск,Сибирский,Авто,Запчасти,VAG,4.8,199,14.2,2.8,18.3,0.71,5.3,360,148,98,0.88
302,e9975f7378521d26,74.35,76.43,69.5,0.7436601506047008,0.7392687812175148,0.5858947541898025,6,2,4,1,18,0,0.8888888888888888,Новичок,Пермь,Приволжский,Дети и игрушки,Конструкторы,City,5.0,199,26.7,7.9,41.7,0.76,1.7,104,153,107,0.94
303,829dfb73854433b8,74.33,78.59,64.4,0.7132780609010929,0.6956910321746406,0.5000684566821328,5,3,4,0,20,0,0.75,Уходящий,Красноярск,Сибирский,Услуги,Ремонт,Бытовой техники,4.9,402,,5.1,5.0,0.88,7.0,178,299,156,0.8
304,b50aaea1c7aee0af,74.33,78.59,64.4,0.7132780609010929,0.6956910321746406,0.5000684566821328,5,3,4,0,20,0,0.75,Уходящий,Красноярск,Сибирский,Услуги,Ремонт,Бытовой техники,4.9,402,,5.1,5.0,0.88,7.0,178,299,156,0.8
305,aa2ae91a84c2def5,74.32,78.7,64.11,0.7510230470829847,0.4116522147004386,0.7240137166907532,6,4,3,1,39,0,0.6666666666666666,Новичок,Омск,Сибирский,Дети и игрушки,Коляски,Anex,5.0,174,54.3,0.9,18.3,0.65,4.9,842,128,86,0.99
306,3630ec9ac1176cf3,74.32,77.64,66.56,0.5845997819527903,0.6906562967470399,0.7486498821023808,4,4,4,1,19,4,0.9473684210526315,Новичок,Челябинск,Уральский,Авто,Автомобили,Hyundai,4.7,171,,2.8,54.5,0.73,3.4,1633,126,82,0.94
307,ba8702a023181491,74.3,80.17,60.61,0.5970132603128725,0.45804999873228364,0.7662926903476078,4,1,2,1,50,3,0.8,Новичок,Краснодар,Южный,Электроника,Ноутбуки,HP,4.9,286,8.9,3.4,18.2,0.71,5.4,1111,213,189,0.91
308,b33c4b4b06210d6a,74.3,78.87,63.63,0.6464744808701606,0.8119158996982835,0.44727314216170994,3,4,5,0,17,0,0.8823529411764706,Новичок,Нижний Новгород,Приволжский,Дети и игрушки,Коляски,Peg Perego,5.0,168,9.8,6.8,39.1,1.0,2.3,18,124,85,0.88
309,f8446d5454236fe9,74.28,82.11,56.01,0.6781978144570371,0.45192312568139753,0.510977155751629,4,3,2,0,33,0,0.9696969696969697,Постоянный клиент,Владивосток,Дальневосточный,Дети и игрушки,Коляски,Peg Perego,4.8,287,9.4,0.7,54.1,0.87,8.7,329,216,142,0.8
310,ebadbb977019d79a,74.28,82.21,55.78,0.47441241347836016,0.4615343170812099,0.7651263913186785,1,2,4,1,48,3,0.7916666666666666,Премиум,Самара,Приволжский,Недвижимость,Квартиры,Аренда,5.0,215,12.4,1.2,17.9,0.6,3.4,263,160,119,0.99
311,2315f9398afc8383,74.28,78.48,64.48,0.6313125934940798,0.5708368195532568,0.736803072944398,4,3,3,2,19,3,0.8421052631578947,Уходящий,Омск,Сибирский,Услуги,Обучение,Вождение,5.0,531,29.3,5.4,23.1,0.66,4.1,330,399,357,0.76
312,ed0d6ff28e28d6a5,74.27,75.83,70.64,0.7420400091275576,0.6757568266524682,0.6893594229355239,6,4,4,1,20,0,0.9,Новичок,Челябинск,Уральский,Дом и сад,Инструменты,Bosch,4.7,530,24.2,8.6,31.0,0.64,7.3,125,398,353,0.89
313,dd91e64e7e1c2762,74.26,78.75,63.79,0.7479070003296063,0.5486999568976445,0.5805506959762683,9,3,3,0,23,0,0.7391304347826086,Постоянный клиент,Новосибирск,Сибирский,Одежда и обувь,Обувь,Nike,4.7,219,26.4,7.2,20.3,0.51,5.6,341,164,98,0.95
314,bb7a852a1b99692d,74.24,80.25,60.22,0.5179407215841383,0.5623329783727592,0.7542842473568114,3,2,5,3,46,0,0.9565217391304348,Новичок,Самара,Приволжский,Электроника,Игровые приставки,Sony,5.0,266,24.0,0.6,16.0,1.0,2.4,11,200,168,0.9
315,42e1a9a2b3c19b29,74.22,77.01,67.7,0.7422935523947163,0.48122892421591745,0.7855727542405112,5,3,3,1,47,1,0.9787234042553191,Спящий,Владивосток,Дальневосточный,Электроника,Ноутбуки,Apple,5.0,329,,1.7,33.5,0.69,9.5,485,245,174,0.95
316,f93dbe416409ba13,74.22,75.05,72.3,0.8003803149007379,0.6378514743540986,0.7048585228569255,6,2,3,1,45,0,0.9333333333333333,Спящий,Самара,Приволжский,Электроника,Аудио,Apple,4.9,99,11.1,5.0,22.9,0.77,6.9,3837,72,54,0.91
317,2e911539e15a5243,74.21,81.44,57.34,0.5255799802236252,0.4502586141325017,0.7602133566593139,3,2,9,2,38,0,0.5789473684210527,Активный,Новосибирск,Сибирский,Услуги,Доставка,Курьер,5.0,184,22.0,0.6,27.0,0.45,5.5,157,138,126,0.86
318,09204b7b5531411e,74.21,81.44,57.34,0.5255799802236252,0.4502586141325017,0.7602133566593139,3,2,9,2,38,0,0.5789473684210527,Активный,Новосибирск,Сибирский,Услуги,Доставка,Курьер,5.0,184,22.0,0.6,27.0,0.45,5.5,157,138,126,0.86
319,1e13133af1367918,74.21,74.5,73.53,0.8246951142212419,0.7328059633376436,0.618645571866839,5,4,3,1,21,3,0.9523809523809523,Уходящий,Санкт-Петербург,Северо-Западный,Авто,Запчасти,Mercedes-Benz,5.0,532,12.4,11.6,33.7,1.0,3.2,111,399,267,0.75
320,c05f56ca74e55c11,74.2,79.57,61.65,0.6070459673943359,0.7080880302223574,0.5374591161481707,5,1,5,0,50,3,0.84,Постоянный клиент,Воронеж,Центральный,Хобби и отдых,Спорт и отдых,Палатки,5.0,236,29.9,6.0,58.2,0.62,2.5,63,176,92,0.86
321,1b58b1bb844fe8c9,74.18,77.4,66.65,0.5224918232296342,0.786148297456961,0.7390082655105094,4,3,5,1,47,0,0.9361702127659575,Новичок,Екатеринбург,Уральский,Электроника,Смартфоны и телефоны,Realme,4.8,157,62.1,5.5,51.1,0.79,9.2,145,119,84,0.98
322,84c4905041012172,74.18,77.4,66.65,0.5224918232296342,0.786148297456961,0.7390082655105094,4,3,5,1,47,0,0.9361702127659575,Новичок,Екатеринбург,Уральский,Электроника,Смартфоны и телефоны,Realme,4.8,157,62.1,5.5,51.1,0.79,9.2,145,119,84,0.98
323,96e4f3a473c0bcfe,74.17,77.0,67.56,0.5862351360259629,0.7233354884511042,0.7469695240992875,4,1,4,3,17,0,0.9411764705882353,Новичок,Ростов-на-Дону,Южный,Авто,Шины и диски,Nokian,4.8,143,4.7,5.8,24.4,1.0,3.5,27,109,92,0.86
324,dc14b4c78c5406e9,74.16,78.09,65.0,0.8339570497705433,0.4952707842093253,0.5595072386602773,5,4,1,1,19,0,0.7894736842105263,Активный,Пермь,Приволжский,Дом и сад,Инструменты,Bosch,5.0,121,10.6,4.0,34.5,1.0,3.4,192,89,58,0.77
325,a1d434aa37694ffc,74.16,83.53,52.32,0.5574021956846936,0.4750627519586218,0.5255749093582821,3,5,1,0,19,0,0.7894736842105263,Уходящий,Москва,Центральный,Дети и игрушки,Коляски,Peg Perego,4.7,222,11.6,8.7,59.0,0.57,4.6,239,165,74,0.88
326,618e71f73d005ee4,74.14,75.83,70.2,0.7441773788697041,0.69485053624401,0.6527978499530944,6,4,4,1,22,4,0.8181818181818182,Активный,Новосибирск,Сибирский,Авто,Автомобили,Hyundai,4.7,272,23.6,5.7,46.1,0.68,2.6,155,203,92,0.81
327,bc1bff6c23df8be3,74.14,78.42,64.15,0.6862427423239776,0.5034824167744225,0.7199937881899546,4,2,3,2,14,0,1.0,Активный,Нижний Новгород,Приволжский,Авто,Шины и диски,Bridgestone,5.0,92,10.2,5.6,31.5,0.44,3.6,151,71,45,0.98
328,144e5adf3c5277b4,74.14,78.42,64.15,0.6862427423239776,0.5034824167744225,0.7199937881899546,4,2,3,2,14,0,1.0,Активный,Нижний Новгород,Приволжский,Авто,Шины и диски,Bridgestone,5.0,92,10.2,5.6,31.5,0.44,3.6,151,71,45,0.98
329,4c945c92d0d576bb,74.13,81.03,58.02,0.7042012119368171,0.49812885068837,0.4969169138713522,4,4,2,0,17,0,0.8235294117647058,Уходящий,Новосибирск,Сибирский,Одежда и обувь,Обувь,Nike,4.9,208,13.2,3.1,33.1,0.77,5.8,887,153,132,0.83
330,a679ffa7dd649db8,74.13,79.08,62.56,0.5954412920564894,0.573128216830202,0.71838315458533,5,1,5,1,46,2,0.8478260869565217,Новичок,Уфа,Приволжский,Электроника,Смартфоны и телефоны,Apple,4.8,193,22.0,2.6,36.2,0.67,2.8,32,144,127,0.97
331,70b548462a234c5e,74.13,81.59,56.72,0.3740650592023529,0.6330183058238887,0.7589811363809235,2,1,4,2,14,0,0.9285714285714286,Постоянный клиент,Челябинск,Уральский,Электроника,Игровые приставки,Nintendo,4.9,137,18.0,4.6,50.7,0.57,7.3,152,102,91,0.96
332,20c490628c91a625,74.13,77.35,66.62,0.7779392003245355,0.6438610836439238,0.539713749651378,5,3,4,0,52,0,0.9230769230769231,Активный,Воронеж,Центральный,Недвижимость,Коммерческая,Торговые площади,4.8,308,6.5,4.3,42.6,0.59,2.7,340,231,151,0.99
333,049ce587b21ca665,74.13,81.03,58.02,0.7042012119368171,0.49812885068837,0.4969169138713522,4,4,2,0,17,0,0.8235294117647058,Уходящий,Новосибирск,Сибирский,Одежда и обувь,Обувь,Nike,4.9,208,13.2,3.1,33.1,0.77,5.8,887,153,132,0.83
334,fa3f676d2453face,74.12,78.26,64.44,0.7401815369792856,0.3509526888263483,0.8101613802895464,6,3,3,2,19,0,0.8421052631578947,Активный,Омск,Сибирский,Услуги,Обучение,Вождение,4.6,196,13.3,1.3,57.8,0.44,5.0,12,144,127,0.99
335,220e6f27e23076af,74.07,80.94,58.05,0.5419385918206943,0.5858427778200349,0.6265326690499734,3,4,4,0,19,3,1.0,Постоянный клиент,Воронеж,Центральный,Одежда и обувь,Аксессуары,Сумки,4.6,272,5.6,4.7,28.3,0.6,3.5,99,204,123,0.99
336,6fdebb8fd03ea3c5,74.07,77.98,64.96,0.5176643594229355,0.6401929464263076,0.8348070535736923,4,2,7,3,47,0,0.9361702127659575,Активный,Самара,Приволжский,Электроника,Игровые приставки,Sony,5.0,350,105.0,1.3,20.4,0.87,3.5,401,265,135,0.99
337,ddb464eacb3d8de1,74.07,75.68,70.33,0.890038285033341,0.47313201997920945,0.6843608174234933,9,2,2,2,21,0,0.5714285714285714,Активный,Краснодар,Южный,Услуги,Доставка,Грузчики,5.0,168,8.5,7.3,58.3,0.46,1.4,84,124,52,0.97
338,35bc5a750c852bf6,74.03,78.55,63.48,0.5897517811414518,0.615978930554499,0.7135252655865725,4,3,4,1,23,6,0.9130434782608695,Активный,Уфа,Приволжский,Электроника,Ноутбуки,Lenovo,4.9,221,33.7,0.8,81.4,0.92,5.7,89,164,82,0.79
