rank,user_id,final_score,behavior_score,style_score,score_professionalism,score_charisma,score_expertise,kw_professional_count,kw_logistics_count,kw_charisma_count,kw_expertise_count,text_word_count,text_digit_count,text_unique_ratio,user_segment_marketing,user_city,user_region,ad_category_1,ad_category_2,ad_category_3,rating_seller,reviews_count,response_time_minutes,comments_per_ad_avg,comment_length_avg,comment_sentiment_avg,questions_per_ad_avg,followers_count,total_ads_last_12m,total_deals_last_12m,deal_success_rate
94,403d01f790050255,77.28,85.95,57.04,0.5562612509824802,0.5970912248675236,0.5624578484318349,5,0,7,0,39,0,0.8461538461538461,Активный,Уфа,Приволжский,Услуги,Обучение,Английский,4.9,338,,3.7,57.3,0.43,8.4,45,253,136,0.88
95,2eec73c3d243bf2a,77.27,80.57,69.57,0.6921553713141148,0.6256592124946122,0.7705655282573971,7,0,5,2,36,0,0.9166666666666666,Постоянный клиент,Новосибирск,Сибирский,Дети и игрушки,Конструкторы,LEGO,4.8,226,11.1,2.2,21.6,0.69,3.5,1633,167,143,0.95
96,46347e5ec7f4e754,77.26,79.84,71.24,0.6404350802464441,0.6543723536421491,0.8662299383889861,6,0,5,3,48,0,0.9375,Постоянный клиент,Пермь,Приволжский,Электроника,Игровые приставки,Sony,4.9,256,20.6,2.6,47.6,0.68,5.1,237,194,169,0.99
97,4f57a08adec06786,77.26,85.66,57.66,0.5738495474252682,0.5243116300296645,0.6326494003701733,4,0,4,1,19,0,0.9473684210526316,Постоянный клиент,Москва,Центральный,Недвижимость,Квартиры,Аренда,5.0,243,10.0,1.5,17.2,0.84,3.5,58,181,171,0.88
98,919bd1a6911fca98,77.25,80.38,69.95,0.7015795745543978,0.5730325042468497,0.8233595750614843,5,3,4,3,21,0,0.8095238095238095,Активный,Красноярск,Сибирский,Электроника,Игровые приставки,Sony,4.6,536,8.9,2.6,31.4,0.72,4.0,126,400,265,0.95
99,f5c1aaa9b45c7b8e,77.25,82.31,65.44,0.5269922162216982,0.6185092923607414,0.8601461676935169,3,3,3,3,20,0,0.8,Новичок,Владивосток,Дальневосточный,Авто,Шины и диски,Nokian,4.6,245,4.1,6.1,76.2,0.57,5.2,269,185,93,0.99
100,3f492539b43fc743,77.24,82.86,64.15,0.4971780634365255,0.7520327831444437,0.7233576734869807,3,1,3,1,15,3,0.9333333333333332,Новичок,Казань,Приволжский,Электроника,Ноутбуки,Dell,4.9,137,8.0,6.5,62.0,1.0,5.0,145,104,91,0.93
101,efc2b86800e6caea,77.24,82.86,64.15,0.4971780634365255,0.7520327831444437,0.7233576734869807,3,1,3,1,15,3,0.9333333333333332,Новичок,Казань,Приволжский,Электроника,Ноутбуки,Dell,4.9,137,8.0,6.5,62.0,1.0,5.0,145,104,91,0.93
102,6fcbb9f6e801a035,77.23,81.26,67.84,0.8015161887376081,0.4821492862757029,0.7103394944347252,8,2,2,1,25,3,0.72,Спящий,Уфа,Приволжский,Электроника,Ноутбуки,Acer,,267,7.4,4.1,15.9,0.99,6.4,30,200,129,0.81
103,fb589889a440090f,77.22,81.12,68.11,0.6125833523490785,0.6850079866129155,0.7685644380213483,3,5,5,1,20,2,0.9,Премиум,Владивосток,Дальневосточный,Электроника,Смартфоны и телефоны,Apple,5.0,157,18.3,6.0,20.1,0.56,5.7,550,116,79,0.96
104,35ccc264280e639a,77.18,79.23,72.37,0.6613904312770975,0.7675109657463046,0.762959230242641,5,2,7,3,49,0,0.8979591836734694,Премиум,Самара,Приволжский,Авто,Запчасти,Hyundai/Kia,4.9,142,24.8,5.5,53.8,0.59,2.6,1510,108,74,0.9
105,78f7bfb2d0b91caa,77.13,82.68,64.17,0.5759717045713851,0.5141603914708045,0.8570326563728101,4,4,3,3,32,0,0.9375,Активный,Нижний Новгород,Приволжский,Авто,Шины и диски,Nokian,,334,24.9,0.8,56.2,0.76,4.6,449,247,197,0.99
106,a46af436814377a8,77.09,84.65,59.45,0.7641971552445426,0.276045865977029,0.6866946831976877,7,2,2,1,38,0,0.8157894736842105,Активный,Ростов-на-Дону,Южный,Одежда и обувь,Обувь,Adidas,5.0,363,30.1,2.1,15.4,0.5,3.9,163,273,114,0.95
107,6ce34662c02086fc,77.09,84.71,59.3,0.5289470348114906,0.4404179660759109,0.8309538297710505,3,4,1,1,30,7,0.9,Спящий,Челябинск,Уральский,Авто,Автомобили,Hyundai,,310,15.5,3.5,19.9,0.85,6.3,610,233,117,0.99
108,4c734237025cffc9,77.07,80.27,69.59,0.6590603686519105,0.6362471793311529,0.8045751882558758,3,4,4,2,20,3,0.95,Новичок,Челябинск,Уральский,Услуги,Обучение,Программирование,5.0,111,6.9,3.6,35.4,0.82,3.6,41,81,49,0.88
109,e070f76adeaf86bc,76.98,82.28,64.63,0.7693618315965619,0.4058371998681575,0.7225545751882558,5,4,6,1,40,0,0.8,Новичок,Самара,Приволжский,Дети и игрушки,Коляски,Anex,4.8,219,12.4,0.9,21.9,0.4,6.3,37,164,155,0.96
110,33cc28900615fc81,76.96,82.14,64.86,0.7900281433026547,0.515796379402145,0.5929102963920794,5,2,4,1,49,0,0.8163265306122449,Уходящий,Нижний Новгород,Приволжский,Хобби и отдых,Коллекционирование,Монеты,5.0,301,6.4,2.4,23.0,0.72,1.8,31,226,188,0.91
111,47d7e83228b90534,76.96,82.14,64.86,0.7900281433026547,0.515796379402145,0.5929102963920794,5,2,4,1,49,0,0.8163265306122449,Уходящий,Нижний Новгород,Приволжский,Хобби и отдых,Коллекционирование,Монеты,5.0,301,6.4,2.4,23.0,0.72,1.8,31,226,188,0.91
112,3f20676aea5d1e89,76.92,80.65,68.23,0.8374027027712279,0.5632793286174286,0.5944752922086154,8,4,1,0,22,0,0.7272727272727273,Постоянный клиент,Казань,Приволжский,Услуги,Ремонт,Телефонов,4.6,134,5.6,8.0,60.8,0.87,8.8,111,100,52,0.95
113,394ab5b2239eec87,76.91,83.06,62.54,0.6621257067518572,0.6625586318805304,0.5393663953753708,5,2,5,0,50,0,0.88,Активный,Санкт-Петербург,Северо-Западный,Хобби и отдых,Спорт и отдых,Велосипеды,,290,14.7,2.3,7.5,0.89,3.9,300,216,135,0.91
114,49b6b24dd6c081e0,76.9,80.95,67.44,0.9190056033062042,0.5777794680662255,0.4449506858345377,6,5,2,0,37,0,0.8108108108108109,Активный,Новосибирск,Сибирский,Одежда и обувь,Одежда,Джинсы,5.0,291,6.9,4.1,42.1,0.86,1.6,470,221,183,0.9
115,de57925c471928ac,76.86,81.21,66.72,0.7425115996044725,0.634442585127152,0.5996323622626201,7,3,2,0,22,0,0.7272727272727273,Новичок,Краснодар,Южный,Недвижимость,"Дома, дачи, коттеджи",Продажа,4.8,145,33.7,5.7,58.0,1.0,5.7,109,109,96,0.99
116,7e01b9c78c76e73d,76.85,81.82,65.27,0.4730204609416597,0.7725672523516137,0.7723377956948353,3,3,5,2,16,0,0.875,Постоянный клиент,Омск,Сибирский,Дети и игрушки,Конструкторы,LEGO,4.9,214,39.5,7.3,33.0,0.87,5.0,26,160,70,0.96
117,0eab9eb71ac4d400,76.85,80.55,68.21,0.9080804239243428,0.4622378996475748,0.6006408306077432,7,3,4,1,48,0,0.9375,Премиум,Санкт-Петербург,Северо-Западный,Недвижимость,Квартиры,Аренда,5.0,227,10.4,3.8,10.4,0.42,2.3,21,165,104,0.88
118,0e763e0e8ff4a5a1,76.84,86.75,53.71,0.4213736974214649,0.690245556654243,0.5383395451433788,3,0,8,0,35,0,0.6,Постоянный клиент,Нижний Новгород,Приволжский,Дом и сад,Мебель,Кровати,5.0,208,19.8,4.1,43.0,0.53,5.9,894,155,83,0.86
119,c7a0a7a52f0bc45c,76.84,80.85,67.49,0.7586115970690399,0.569269922162217,0.6688274891610253,5,3,4,1,39,0,0.9230769230769232,Премиум,Красноярск,Сибирский,Дети и игрушки,Конструкторы,City,4.8,231,10.9,4.7,37.3,0.54,6.8,47,173,88,0.85
120,9ec6f2700576525c,76.75,78.8,71.95,0.7054866763013108,0.6487183387845135,0.809081285971451,5,4,3,2,21,0,0.8571428571428571,Новичок,Краснодар,Южный,Авто,Шины и диски,Continental,4.8,99,,3.6,21.6,1.0,7.0,545,77,38,0.94
121,10fb40f17d8407ae,76.74,79.34,70.67,0.6637712025557162,0.7542088182348318,0.7163820643492812,5,3,6,1,46,0,0.9565217391304348,Активный,Новосибирск,Сибирский,Электроника,Аудио,Apple,5.0,530,63.9,17.2,42.6,0.63,4.4,97,402,164,0.99
122,ed6a3983edd34666,76.73,79.95,69.22,0.598899622220532,0.6886285844679396,0.8203018432595524,6,1,3,3,17,0,0.8235294117647058,Премиум,Екатеринбург,Уральский,Авто,Запчасти,Hyundai/Kia,5.0,134,106.9,12.3,33.4,0.86,3.8,90,98,87,0.99
123,a9f0b3b7dff1b4eb,76.73,79.95,69.22,0.598899622220532,0.6886285844679396,0.8203018432595524,6,1,3,3,17,0,0.8235294117647058,Премиум,Екатеринбург,Уральский,Авто,Запчасти,Hyundai/Kia,5.0,134,106.9,12.3,33.4,0.86,3.8,90,98,87,0.99
124,32c4acf6b9f828d7,76.64,85.56,55.81,0.6959078116680613,0.4000564133769428,0.5323838137978247,5,1,3,0,13,0,0.8461538461538461,Постоянный клиент,Казань,Приволжский,Недвижимость,Коммерческая,Склады,5.0,114,12.5,0.5,37.6,0.7,7.1,109,84,60,0.99
125,f554b4429bd8ca72,76.6,80.21,68.18,0.6981085672269973,0.5226781775309957,0.8190911741588702,5,5,2,2,19,0,0.8947368421052632,Новичок,Нижний Новгород,Приволжский,Хобби и отдых,Коллекционирование,LEGO,4.5,123,10.3,7.0,40.0,0.68,5.8,135,96,76,0.99
126,da2eac32c3d4f472,76.55,85.0,56.83,0.6413453005755432,0.387481301184047,0.6517830430262925,4,2,0,0,16,3,0.875,Новичок,Пермь,Приволжский,Электроника,Аудио,Sennheiser,5.0,89,19.2,5.7,60.4,0.37,7.3,594,68,60,0.99
127,7fe6c40186faccdd,76.52,84.07,58.92,0.535475773940823,0.5692648512968739,0.6806768337516798,4,1,2,2,29,0,0.9310344827586208,Постоянный клиент,Омск,Сибирский,Электроника,Игровые приставки,Microsoft,5.0,442,25.2,6.4,32.4,0.81,7.3,218,331,235,0.71
128,06f31e3e8ccbd2bf,76.52,81.96,63.83,0.6040288025151492,0.6822202783905074,0.6401650566669203,3,2,4,2,32,3,1.0,Новичок,Самара,Приволжский,Авто,Шины и диски,Michelin,5.0,532,4.6,2.2,56.7,0.77,2.2,1344,398,300,0.66
129,0d2e98cf7ad41afb,76.51,82.07,63.53,0.775502649527142,0.4212215714611699,0.6624191830835933,6,2,2,1,49,0,0.8775510204081632,Новичок,Пермь,Приволжский,Электроника,Аудио,Apple,4.9,160,16.0,0.6,32.8,0.9,3.0,369,122,61,0.95
130,77ff997439e8690c,76.49,81.96,63.72,0.507375573641642,0.6377766790902868,0.8097683882254507,3,2,6,2,38,0,0.6052631578947368,Активный,Казань,Приволжский,Услуги,Ремонт,Квартир,5.0,124,,1.2,69.3,0.64,7.2,1408,90,53,0.93
131,afb6fad76a6f1eae,76.49,77.14,74.96,0.8994878426003399,0.4867916634973758,0.8127120255571614,6,3,1,3,48,0,0.8333333333333334,Премиум,Уфа,Приволжский,Авто,Запчасти,Hyundai/Kia,5.0,243,4.4,11.7,27.7,0.76,2.8,134,182,94,0.99
132,588d316f47dc3325,76.46,82.2,63.08,0.7155979817955934,0.6873615019903145,0.4611140691158947,4,4,4,0,30,0,0.9,Новичок,Санкт-Петербург,Северо-Западный,Дом и сад,Мебель,Диваны,5.0,322,16.7,5.0,47.7,0.67,2.6,206,240,193,0.85
133,11c15e7a28c693d5,76.45,81.5,64.67,0.5747445551583378,0.6669791587434396,0.7223346264039958,3,4,5,1,20,3,0.85,Уходящий,Ростов-на-Дону,Южный,Электроника,Ноутбуки,Dell,4.7,146,5.6,2.3,34.6,0.76,5.3,415,116,94,0.85
134,9d5d2827eb89f343,76.44,80.2,67.65,0.6074389594584316,0.6330943688040364,0.8120439390481986,4,1,4,3,44,0,0.9545454545454546,Активный,Новосибирск,Сибирский,Электроника,Игровые приставки,Sony,5.0,534,12.7,2.9,16.9,0.87,2.8,187,402,345,0.99
135,c89e16aa44d21cdf,76.43,81.61,64.34,0.8294820111051951,0.470119292107198,0.5684192845009001,6,5,2,1,20,0,0.7,Уходящий,Омск,Сибирский,Электроника,Аудио,Sony,5.0,232,,3.6,5.0,0.82,4.7,314,175,100,0.73
136,d6a9425c48022430,76.38,79.24,69.69,0.734900230724373,0.6546398417890014,0.6883401790015466,5,3,3,2,31,0,0.935483870967742,Новичок,Челябинск,Уральский,Авто,Запчасти,Toyota,4.7,530,8.8,9.5,34.9,0.65,3.9,548,398,168,0.79
137,a7b5597d0d2ae0f6,76.35,78.96,70.26,0.8392256788620979,0.6590121954311503,0.5641128521082123,6,4,4,1,24,0,0.8333333333333334,Активный,Ростов-на-Дону,Южный,Авто,Запчасти,Mercedes-Benz,4.9,530,15.7,3.1,5.0,0.92,3.5,298,398,363,0.76
138,530d4d1ed8bdbd59,76.34,83.82,58.9,0.6164372100098883,0.6218091579828098,0.5194531071727391,6,0,4,0,35,0,0.9142857142857144,Новичок,Омск,Сибирский,Услуги,Обучение,Английский,4.9,187,,2.1,29.4,0.84,4.1,268,139,101,0.87
139,ff2b7aa16f9a1a12,76.31,83.13,60.39,0.5142034938262214,0.7231947719378311,0.604262696179103,3,4,4,0,18,3,1.0,Постоянный клиент,Уфа,Приволжский,Дом и сад,Мебель,Шкафы,4.8,253,,2.9,43.5,0.96,13.2,281,189,122,0.85
140,3368bf9f24d356e2,76.31,78.6,70.96,0.9015643619583684,0.5268052280621688,0.6364614233919018,7,3,2,2,21,0,0.7619047619047619,Активный,Воронеж,Центральный,Дети и игрушки,Конструкторы,LEGO,5.0,125,11.7,6.3,32.7,0.68,4.1,329,95,84,0.69
141,28658d00d6e38704,76.28,78.25,71.68,0.7361907659542101,0.6907805329479476,0.71689168631627,4,4,4,2,18,0,0.9444444444444444,Новичок,Уфа,Приволжский,Услуги,Доставка,Курьер,5.0,132,12.6,4.3,18.8,0.76,9.2,1321,98,62,0.79
142,4ba5167878d3cdc8,76.28,84.72,56.59,0.4844273725311224,0.5651625212342486,0.6753296062473061,3,1,9,1,49,0,0.7346938775510204,Премиум,Самара,Приволжский,Хобби и отдых,Коллекционирование,Монеты,5.0,270,16.5,2.5,42.9,0.57,6.6,71,204,121,0.86
143,a095d1fa3cf967c5,76.25,82.42,61.86,0.6846580969042367,0.4886799269795391,0.6605416951902843,6,1,5,1,34,0,1.0,Премиум,Красноярск,Сибирский,Дом и сад,Кухонная техника,Redmond,4.8,532,15.7,0.4,5.0,0.59,5.1,852,398,237,0.86
144,43f9970b255f2149,76.24,82.71,61.15,0.7345275221216501,0.2946743236733349,0.7641838442230167,6,1,2,2,36,0,0.8055555555555556,Новичок,Воронеж,Центральный,Услуги,Доставка,Курьер,5.0,141,16.8,2.0,22.3,0.15,4.2,463,105,92,0.9
145,d0901201916022a2,76.2,82.94,60.47,0.7068786288380112,0.4452669810603179,0.6280171648791867,4,2,2,1,14,0,0.8571428571428571,Уходящий,Москва,Центральный,Электроника,Смартфоны и телефоны,Realme,5.0,89,5.0,2.9,30.1,0.67,4.3,1978,64,60,0.94
146,321436158221f5c7,76.2,82.94,60.47,0.7068786288380112,0.4452669810603179,0.6280171648791867,4,2,2,1,14,0,0.8571428571428571,Уходящий,Москва,Центральный,Электроника,Смартфоны и телефоны,Realme,5.0,89,5.0,2.9,30.1,0.67,4.3,1978,64,60,0.94
147,c977aad200f1f197,76.18,79.91,67.48,0.6928019066453691,0.5569071524555665,0.76860310336959,5,2,4,2,20,0,0.85,Спящий,Омск,Сибирский,Электроника,Игровые приставки,Nintendo,4.9,102,20.8,2.1,34.5,0.75,6.6,82,76,55,0.87
148,5202850158c7ec6e,76.18,79.91,67.48,0.6928019066453691,0.5569071524555665,0.76860310336959,5,2,4,2,20,0,0.85,Спящий,Омск,Сибирский,Электроника,Игровые приставки,Nintendo,4.9,102,20.8,2.1,34.5,0.75,6.6,82,76,55,0.87
149,a1edfe3262ab5cf8,76.17,81.72,63.22,0.7533860703329024,0.5375459547171725,0.5652563322430972,5,3,4,0,22,3,0.8636363636363636,Премиум,Москва,Центральный,Услуги,Ремонт,Бытовой техники,4.8,242,11.9,1.6,50.9,0.54,3.9,396,177,157,0.84
150,6fe7cac949cc2516,76.16,79.27,68.89,0.7174615248092088,0.5911621155650212,0.7484755711062092,5,2,5,3,19,0,0.9473684210526316,Активный,Нижний Новгород,Приволжский,Авто,Запчасти,Hyundai/Kia,4.8,245,10.4,0.4,5.0,0.93,4.9,273,183,148,0.8
151,e96ec3ae21e79076,76.1,75.33,77.92,0.7483684490758348,0.8012746887756396,0.7981231459648589,6,4,4,2,21,0,0.8095238095238095,Постоянный клиент,Москва,Центральный,Услуги,Обучение,Программирование,4.7,238,22.5,9.0,10.9,1.0,6.6,263,178,71,0.92
152,f47b0bb09b5569cc,76.1,75.33,77.92,0.7483684490758348,0.8012746887756396,0.7981231459648589,6,4,4,2,21,0,0.8095238095238095,Постоянный клиент,Москва,Центральный,Услуги,Обучение,Программирование,4.7,238,22.5,9.0,10.9,1.0,6.6,263,178,71,0.92
153,e3b23e80e1990772,76.09,80.61,65.52,0.5010750234527522,0.7937628356279,0.7222680712963667,3,4,5,2,20,0,0.9,Новичок,Екатеринбург,Уральский,Электроника,Игровые приставки,Nintendo,4.7,421,21.5,6.2,38.1,0.97,4.6,31,313,262,0.83
154,08bca44591dd7ae9,76.08,85.03,55.2,0.6920742374686241,0.4328560381329074,0.4842651048401409,4,6,2,0,30,0,0.7333333333333333,Уходящий,Новосибирск,Сибирский,Одежда и обувь,Аксессуары,Часы,4.7,513,5.0,1.4,55.9,0.96,6.6,5,383,170,0.77
155,acf258bbf231ea3d,76.06,85.05,55.09,0.5737354529550468,0.6411018990390711,0.4301970031185822,3,3,3,0,16,0,0.8125,Новичок,Омск,Сибирский,Одежда и обувь,Одежда,Куртки,4.9,230,14.8,14.3,24.1,0.62,7.5,1063,171,94,0.72
156,f59502df7818c573,76.05,84.49,56.37,0.523452752212165,0.5198524378185136,0.6610462462919298,3,4,3,1,29,0,0.896551724137931,Активный,Владивосток,Дальневосточный,Дети и игрушки,Конструкторы,Technic,4.6,532,10.1,1.5,33.5,0.84,9.0,294,399,258,0.83
157,7f17d40bd9ec7930,76.05,84.49,56.37,0.523452752212165,0.5198524378185136,0.6610462462919298,3,4,3,1,29,0,0.896551724137931,Активный,Владивосток,Дальневосточный,Дети и игрушки,Конструкторы,Technic,4.6,532,10.1,1.5,33.5,0.84,9.0,294,399,258,0.83
158,a084d22001b0e88c,76.05,80.78,65.04,0.7558023376689232,0.5902303440582135,0.5699582921325524,5,4,2,1,20,0,0.8,Новичок,Краснодар,Южный,Хобби и отдых,Музыкальные инструменты,Гитары,4.9,192,20.6,9.7,25.8,0.89,12.5,107,142,58,0.66
159,8dd69d54bb4375e4,76.04,81.16,64.09,0.4756091376993484,0.5749942952764889,0.9270340508607796,3,1,2,3,48,3,0.8541666666666666,Активный,Воронеж,Центральный,Электроника,Игровые приставки,Sony,4.9,189,12.5,6.7,33.5,0.82,5.0,189,139,90,0.98
160,08b228ec14501dcd,76.02,79.3,68.36,0.6700286503891889,0.7679071271012399,0.6174152531629522,4,2,5,2,17,0,0.8823529411764706,Активный,Краснодар,Южный,Услуги,Ремонт,Квартир,5.0,385,13.4,4.2,47.4,0.8,3.5,240,289,194,0.72
161,bc14f37cdcbf3ad9,75.99,81.24,63.73,0.8344869551989047,0.3448327882153089,0.666922111508329,8,4,2,0,22,4,0.8181818181818182,Премиум,Челябинск,Уральский,Авто,Автомобили,Volkswagen,4.7,212,13.5,2.3,51.7,0.58,4.2,60,160,93,0.99
162,003cc679c4868c3c,75.98,77.26,72.99,0.7392028599680536,0.6682582845262545,0.7792817119241399,5,4,4,1,18,4,0.9444444444444444,Уходящий,Омск,Сибирский,Авто,Автомобили,Hyundai,5.0,103,28.7,1.0,64.1,1.0,4.5,211,78,51,0.97
163,a229e0bf1970ea18,75.96,80.76,64.76,0.8305494282599326,0.4686810679242412,0.5826487665120054,6,4,2,0,18,0,0.9444444444444444,Премиум,Новосибирск,Сибирский,Одежда и обувь,Одежда,Спортивная,4.7,240,3.7,3.1,44.8,0.74,5.2,185,182,107,0.99
164,8f1863fd7feca639,75.96,80.99,64.22,0.5357952384574427,0.6344039197789103,0.7918162571942902,3,1,2,2,50,0,0.72,Активный,Владивосток,Дальневосточный,Авто,Шины и диски,Bridgestone,5.0,429,5.4,4.5,54.3,0.99,5.2,358,323,220,0.92
165,bced2cbdc30a7aa5,75.92,82.06,61.58,0.6902994345985143,0.6622873405846706,0.4698232803427905,6,2,5,0,30,0,0.9666666666666668,Постоянный клиент,Москва,Центральный,Дом и сад,Инструменты,Makita,5.0,274,52.9,11.3,5.0,0.55,5.5,131,204,172,0.76
166,51417e2dfce73891,75.91,83.93,57.18,0.4361121675413909,0.7023173854618291,0.62234540199285,2,3,8,1,30,0,0.8333333333333334,Уходящий,Уфа,Приволжский,Дети и игрушки,Конструкторы,Technic,4.7,366,15.5,2.8,51.9,0.66,6.8,1116,276,258,0.78
167,8b177beba0f32f39,75.91,84.68,55.47,0.5738926497806851,0.4394944347252859,0.6444264851296874,4,1,0,1,46,0,0.7608695652173914,Постоянный клиент,Москва,Центральный,Электроника,Смартфоны и телефоны,Realme,4.9,156,13.6,3.1,59.9,0.94,4.4,154,119,52,0.85
168,213dc1f745fe2e6f,75.91,83.93,57.18,0.4361121675413909,0.7023173854618291,0.62234540199285,2,3,8,1,30,0,0.8333333333333334,Уходящий,Уфа,Приволжский,Дети и игрушки,Конструкторы,Technic,4.7,366,15.5,2.8,51.9,0.66,6.8,1116,276,258,0.78
169,68873c4a73000ebc,75.89,80.82,64.39,0.8641616591871403,0.4617587028726452,0.5322887350726402,8,3,3,0,22,0,0.7272727272727273,Спящий,Челябинск,Уральский,Недвижимость,Квартиры,Новостройка,4.9,141,15.8,0.5,33.6,0.82,4.0,195,107,68,0.9
170,98f88a6ad86b67da,75.88,76.27,74.99,0.948117441241348,0.5842562308257905,0.6513805430896783,7,4,6,1,46,3,0.782608695652174,Постоянный клиент,Москва,Центральный,Хобби и отдых,Коллекционирование,Карточки,5.0,360,5.0,1.2,18.6,0.75,1.4,376,271,230,0.93
171,ba0ca958885f0bc6,75.87,76.68,73.97,0.6663497375827185,0.7545694835323647,0.8227846657032022,4,2,4,2,47,3,0.8723404255319149,Постоянный клиент,Челябинск,Уральский,Авто,Шины и диски,Michelin,4.9,117,8.2,4.3,39.0,0.89,3.8,330,86,67,0.89
172,112ca34e98544e51,75.84,76.43,74.46,0.8380492381024822,0.7887553561015188,0.5759571258335234,6,3,3,1,19,0,0.9473684210526316,Постоянный клиент,Казань,Приволжский,Электроника,Смартфоны и телефоны,Realme,5.0,151,18.1,8.1,67.4,0.93,4.7,374,113,61,0.75
173,c83b39c26f0e8cf5,75.81,80.92,63.91,0.5523820389949545,0.8101892700489337,0.5836388529702594,5,1,6,0,37,0,0.8378378378378378,Новичок,Пермь,Приволжский,Дети и игрушки,Игрушки,Куклы,4.8,148,29.7,6.5,63.1,0.71,8.5,265,108,67,0.92
174,b7644ec674702a32,75.8,78.7,69.03,0.7560381329073806,0.6092993331812074,0.6836724474531579,5,3,3,1,44,0,0.8409090909090909,Новичок,Казань,Приволжский,Хобби и отдых,Музыкальные инструменты,Гитары,4.8,212,11.4,4.2,14.2,0.82,3.1,626,160,72,0.99
175,0c84a5fc4aeaa5ad,75.76,81.13,63.21,0.7785984128191477,0.44421477650161,0.6247946299536016,8,0,2,1,17,0,0.7058823529411765,Премиум,Пермь,Приволжский,Дом и сад,Кухонная техника,Philips,5.0,86,7.0,7.4,29.9,0.4,5.5,199,65,36,0.83
176,7f4e3314ec1610f6,75.75,81.54,62.23,0.809142770213737,0.3151473086382191,0.68033328262468,5,4,1,1,45,0,0.8222222222222222,Активный,Новосибирск,Сибирский,Хобби и отдых,Музыкальные инструменты,Синтезаторы,4.9,201,9.7,1.9,72.8,0.61,3.5,183,150,139,0.96
177,e028d398d6e3eb75,75.74,71.83,84.86,0.9306483101341244,0.76015123855886,0.8275658578636444,7,4,4,3,23,0,0.9565217391304348,Постоянный клиент,Самара,Приволжский,Авто,Шины и диски,Nokian,5.0,109,9.5,8.5,6.8,0.85,4.1,328,82,55,0.95
178,48d10dbb6cdf154b,75.73,79.2,67.62,0.7352653330290814,0.7488920159225171,0.5247616693288709,4,3,5,1,16,0,0.9375,Постоянный клиент,Уфа,Приволжский,Электроника,Смартфоны и телефоны,Xiaomi,5.0,144,9.0,4.7,27.7,1.0,2.2,34,105,96,0.82
179,3874a350bcc39513,75.72,79.35,67.26,0.5802084125656043,0.5997103268172713,0.8685771151847064,2,5,4,2,36,3,0.75,Спящий,Ростов-на-Дону,Южный,Дети и игрушки,Конструкторы,LEGO,5.0,182,9.9,1.8,39.9,0.72,6.6,473,135,107,0.91
180,53bafe8b153bbd7c,75.7,81.06,63.18,0.8437742450749222,0.4917401942141426,0.4893511827793413,7,3,1,0,22,0,0.6818181818181818,Новичок,Уфа,Приволжский,Недвижимость,Коммерческая,Офисы,4.7,158,3.5,5.0,74.0,0.76,6.7,165,117,58,0.78
181,312388da21366eab,75.67,82.7,59.26,0.6860044116528485,0.672358713014376,0.3884016632438326,4,3,5,0,15,0,0.8666666666666667,Премиум,Ростов-на-Дону,Южный,Недвижимость,Квартиры,Новостройка,5.0,197,19.0,3.5,17.0,0.69,5.0,1320,149,126,0.7
182,61848e7663496962,75.67,78.95,68.03,0.655883471514414,0.5319065185973987,0.8611463958824574,4,5,2,3,24,0,0.7083333333333334,Активный,Санкт-Петербург,Северо-Западный,Авто,Шины и диски,Nokian,4.7,332,12.6,3.7,28.6,0.88,6.1,342,250,204,0.97
183,b2efdab98560ea7e,75.66,78.15,69.85,0.6181942648512969,0.8202891660961944,0.6838993686772648,4,2,4,1,15,0,0.8666666666666667,Новичок,Челябинск,Уральский,Авто,Запчасти,VAG,4.8,86,12.7,7.1,40.2,0.89,6.6,377,63,54,0.98
184,212da01ebca0e149,75.63,76.87,72.73,0.6880251514921022,0.8265263304682945,0.6804866763013109,4,4,5,2,17,0,0.8823529411764706,Новичок,Воронеж,Центральный,Услуги,Обучение,Программирование,4.8,217,11.2,5.4,59.2,0.88,2.8,143,162,110,0.86
185,c55fd7c3bafd6807,75.62,80.29,64.7,0.7370299941685049,0.5351620141477144,0.6389017773383028,5,2,3,1,14,0,0.9285714285714286,Уходящий,Красноярск,Сибирский,Дом и сад,Инструменты,Bosch,4.8,141,5.7,3.1,32.0,0.68,4.7,475,102,92,0.95
186,6a2f811fbb31d87f,75.62,81.78,61.24,0.7146902968991659,0.4547266803580031,0.6338271088461245,4,3,5,1,50,0,0.92,Новичок,Самара,Приволжский,Электроника,Смартфоны и телефоны,Google Pixel,5.0,118,13.2,0.9,53.8,0.36,3.6,19,91,64,0.86
187,84d52ab8a0f06ad0,75.6,76.93,72.49,0.6733931695443828,0.8782795821606957,0.6400389188915089,4,4,6,0,38,3,0.8947368421052632,Спящий,Казань,Приволжский,Дети и игрушки,Игрушки,Интерактивные,5.0,186,,23.6,21.1,1.0,6.9,269,140,115,0.9
188,6de74b51e61f2765,75.6,83.29,57.66,0.507375573641642,0.7565154281078067,0.4888314190816663,3,2,5,0,16,0,0.875,Новичок,Екатеринбург,Уральский,Недвижимость,"Дома, дачи, коттеджи",Продажа,5.0,308,,4.4,63.9,0.8,11.8,81,232,162,0.81
